woorden,lettergrepen,aantal lettergrepen
halfzachte,"['half', 'zach', 'te']",3
paperclip,"['pa', 'per', 'clip']",3
inverse,"['in', 'ver', 'se']",3
morfinomimeticum,"['mor', 'fi', 'no', 'mi', 'me', 'ti', 'cum']",7
bedaren,"['be', 'da', 'ren']",3
tredeciljard,"['tre', 'de', 'cil', 'jard']",4
twentismen,"['twen', 'tis', 'men']",3
appeltaart,"['ap', 'pel', 'taart']",3
Golgi-apparaat,"['Gol', 'gi-ap', 'pa', 'raat']",4
accutreintje,"['ac', 'cu', 'trein', 'tje']",4
krijgsolifant,"['krijgs', 'oli', 'fant']",3
beest,['beest'],1
wespensteek,"['wes', 'pen', 'steek']",3
kortgedingen,"['kort', 'ge', 'din', 'gen']",4
verliesgevendst,"['ver', 'lies', 'ge', 'vendst']",4
oudoom,"['oud', 'oom']",2
doodkist,"['dood', 'kist']",2
absorptielijn,"['ab', 'sorp', 'tie', 'lijn']",4
prauw,['prauw'],1
sims,['sims'],1
eerste minister,"['eer', 'ste', 'mi', 'nis', 'ter']",5
meeting,"['mee', 'ting']",2
sabberend,"['sab', 'be', 'rend']",3
omgezwaaid,"['om', 'ge', 'zwaaid']",3
koketteerde,"['ko', 'ket', 'teer', 'de']",4
blijdschap,"['blijd', 'schap']",2
paleozoölogie,"['pa', 'leo', 'zoö', 'lo', 'gie']",5
overspel,"['over', 'spel']",2
chroompentoxide,"['chroom', 'pent', 'oxi', 'de']",4
lippenstift,"['lip', 'pen', 'stift']",3
premier,"['pre', 'mier']",2
rozenhoedjes,"['ro', 'zen', 'hoed', 'jes']",4
illustratie,"['il', 'lus', 'tra', 'tie']",4
mapnaam,"['map', 'naam']",2
tegenstellen,"['te', 'gen', 'stel', 'len']",4
Bassevelde,"['Bas', 'se', 'vel', 'de']",4
premodern,"['pre', 'mo', 'dern']",3
zangles,"['zang', 'les']",2
zegenvissers,"['ze', 'gen', 'vis', 'sers']",4
ravijn,"['ra', 'vijn']",2
graffiteurtjes,"['graf', 'fi', 'teur', 'tjes']",4
secretaresse,"['se', 'cre', 'ta', 'res', 'se']",5
Mongolischere,"['Mon', 'go', 'li', 'sche', 're']",5
Valenciaans,"['Va', 'len', 'ci', 'aans']",4
bestraffend,"['be', 'straf', 'fend']",3
typografiek,"['ty', 'po', 'gra', 'fiek']",4
destalinisatie,"['de', 'sta', 'li', 'ni', 'sa', 'tie']",6
blikkeriger,"['blik', 'ke', 'ri', 'ger']",4
weekgeldjes,"['week', 'geld', 'jes']",3
Macedonië,"['Ma', 'ce', 'do', 'nië']",4
travaat,"['tra', 'vaat']",2
bromtollen,"['brom', 'tol', 'len']",3
alginaat,"['al', 'gi', 'naat']",3
dikkers,"['dik', 'kers']",2
camcordertje,"['cam', 'cor', 'der', 'tje']",4
meinacht,"['mei', 'nacht']",2
Mohawk,"['Mo', 'hawk']",2
valavond,"['val', 'avond']",2
taakopdracht,"['taak', 'op', 'dracht']",3
beugel,"['beu', 'gel']",2
tutor,"['tu', 'tor']",2
eveneens,"['even', 'eens']",2
waardig,"['waar', 'dig']",2
puntpaprika,"['punt', 'pa', 'pri', 'ka']",4
beraadden,"['be', 'raad', 'den']",3
dramaproductie,"['dra', 'ma', 'pro', 'duc', 'tie']",5
anderstalig,"['an', 'ders', 'ta', 'lig']",4
opleuk,"['op', 'leuk']",2
locatief,"['lo', 'ca', 'tief']",3
flightrecorder,"['flight', 're', 'cor', 'der']",4
verkeerstafel,"['ver', 'keers', 'ta', 'fel']",4
spanjolen,"['span', 'jo', 'len']",3
kotmadam,"['kot', 'ma', 'dam']",3
tegenaan,"['te', 'gen', 'aan']",3
aangeschreden,"['aan', 'ge', 'schre', 'den']",4
roemrijke,"['roem', 'rij', 'ke']",3
vakleraar,"['vak', 'le', 'raar']",3
terpentijn,"['ter', 'pen', 'tijn']",3
artro-,"['ar', 'tro-']",2
geldkoers,"['geld', 'koers']",2
besturingssysteem,"['be', 'stu', 'rings', 'sys', 'teem']",5
teraweber,"['te', 'ra', 'we', 'ber']",4
badkleding,"['bad', 'kle', 'ding']",3
kloof,['kloof'],1
géén,['géén'],1
verdunnen,"['ver', 'dun', 'nen']",3
archiverend,"['ar', 'chi', 've', 'rend']",4
afrossing,"['af', 'ros', 'sing']",3
kookhok,"['kook', 'hok']",2
Haarlem,"['Haar', 'lem']",2
aanrijroute,"['aan', 'rij', 'rou', 'te']",4
rechtvaardigingsgrond,"['recht', 'vaar', 'di', 'gings', 'grond']",5
bekroond,"['be', 'kroond']",2
badge,['badge'],1
dodijnend,"['do', 'dij', 'nend']",3
sommiteit,"['som', 'mi', 'teit']",3
zandstorm,"['zand', 'storm']",2
kerkgebouwtjes,"['kerk', 'ge', 'bouw', 'tjes']",4
crapuleuste,"['cra', 'pu', 'leus', 'te']",4
regenmeter,"['re', 'gen', 'me', 'ter']",4
noenmaal,"['noen', 'maal']",2
lagelonenland,"['la', 'ge', 'lo', 'nen', 'land']",5
vakantievrienden,"['va', 'kan', 'tie', 'vrien', 'den']",5
verzamelbak,"['ver', 'za', 'mel', 'bak']",4
doellijntechnologie,"['doel', 'lijn', 'tech', 'no', 'lo', 'gie']",6
versterking,"['ver', 'ster', 'king']",3
achenebbisj,"['ache', 'neb', 'bisj']",3
heterologe,"['he', 'te', 'ro', 'lo', 'ge']",5
vernissage,"['ver', 'nis', 'sa', 'ge']",4
invoegsel,"['in', 'voeg', 'sel']",3
afbijtmiddel,"['af', 'bijt', 'mid', 'del']",4
nonaan,"['no', 'naan']",2
gekapseisd,"['ge', 'kap', 'seisd']",3
velklinker,"['vel', 'klin', 'ker']",3
testpop,"['test', 'pop']",2
balsahout,"['bal', 'sa', 'hout']",3
laboratoriumtest,"['la', 'bo', 'ra', 'to', 'ri', 'um', 'test']",7
zowat,"['zo', 'wat']",2
beheersbaars,"['be', 'heers', 'baars']",3
venepunctie,"['ve', 'ne', 'punc', 'tie']",4
kneu,['kneu'],1
imperiaalst,"['im', 'pe', 'ri', 'aalst']",4
jantje-van-leiden,"['jan', 'tje-van-lei', 'den']",3
ongerichters,"['on', 'ge', 'rich', 'ters']",4
Katwijk,"['Kat', 'wijk']",2
etnologes,"['et', 'no', 'lo', 'ges']",4
beschermparen,"['be', 'scherm', 'pa', 'ren']",4
Bahrein,"['Bah', 'rein']",2
kopriempjes,"['kop', 'riem', 'pjes']",3
retecool,"['re', 'te', 'cool']",3
afgesneden,"['af', 'ge', 'sne', 'den']",4
jezidi's,"['je', 'zi', ""di's""]",3
concomitant,"['con', 'co', 'mi', 'tant']",4
rechtsaf,"['rechts', 'af']",2
West-Germaans,"['West-Ger', 'maans']",2
Afghaan,"['Af', 'ghaan']",2
zeeaquarium,"['zee', 'aqua', 'ri', 'um']",4
graanzuigertjes,"['graan', 'zui', 'ger', 'tjes']",4
tree,['tree'],1
duplolamp,"['du', 'plo', 'lamp']",3
voorgelicht,"['voor', 'ge', 'licht']",3
etatisme,"['eta', 'tis', 'me']",3
gegluurd,"['ge', 'gluurd']",2
amateurwedstrijd,"['ama', 'teur', 'wed', 'strijd']",4
zondagswet,"['zon', 'dags', 'wet']",3
goedenavond,"['goe', 'den', 'avond']",3
verzuchtend,"['ver', 'zuch', 'tend']",3
terra sigillata,"['ter', 'ra', 'si', 'gil', 'la', 'ta']",6
eiken,"['ei', 'ken']",2
teergevoeligs,"['teer', 'ge', 'voe', 'ligs']",4
rij,['rij'],1
MediaWiki,"['Me', 'dia', 'Wi', 'ki']",4
baanvakjes,"['baan', 'vak', 'jes']",3
links,['links'],1
webbrowsertje,"['web', 'brow', 'ser', 'tje']",4
schaaldierensoep,"['schaal', 'die', 'ren', 'soep']",4
maandagochtend,"['maan', 'dag', 'och', 'tend']",4
boegbeeld,"['boeg', 'beeld']",2
negenhonderdeerste,"['ne', 'gen', 'hon', 'derd', 'eer', 'ste']",6
jubelde,"['ju', 'bel', 'de']",3
efemeer,"['efe', 'meer']",2
voortekentjes,"['voor', 'te', 'ken', 'tjes']",4
immanenters,"['im', 'ma', 'nen', 'ters']",4
zeurtjes,"['zeur', 'tjes']",2
lijnzaadjes,"['lijn', 'zaad', 'jes']",3
angiogrammetjes,"['an', 'gio', 'gram', 'me', 'tjes']",5
christen,"['chris', 'ten']",2
tovenaar,"['to', 've', 'naar']",3
swiebertje,"['swie', 'ber', 'tje']",3
supercup,"['su', 'per', 'cup']",3
berginkje,"['ber', 'gin', 'kje']",3
betengelen,"['be', 'ten', 'ge', 'len']",4
klankdemper,"['klank', 'dem', 'per']",3
aanbedene,"['aan', 'be', 'de', 'ne']",4
belangstellend,"['be', 'lang', 'stel', 'lend']",4
kroeg,['kroeg'],1
sopraninoblokfluit,"['so', 'pra', 'ni', 'no', 'blok', 'fluit']",6
borstkastje,"['borst', 'kast', 'je']",3
zonnebank,"['zon', 'ne', 'bank']",3
fraaiste,"['fraai', 'ste']",2
zwijg stil,"['zwijg', 'stil']",2
voortijdigers,"['voor', 'tij', 'di', 'gers']",4
elektropositief,"['elek', 'tro', 'po', 'si', 'tief']",5
Asturisch,"['As', 'tu', 'risch']",3
campêchehout,"['cam', 'pê', 'che', 'hout']",4
biobrandstoffen,"['bio', 'brand', 'stof', 'fen']",4
uitrekenen,"['uit', 're', 'ke', 'nen']",4
werkgever,"['werk', 'ge', 'ver']",3
vrachtvluchtje,"['vracht', 'vlucht', 'je']",3
botervlootje,"['bo', 'ter', 'vloot', 'je']",4
terugslaand,"['te', 'rug', 'slaand']",3
autokerkhofje,"['au', 'to', 'kerk', 'hof', 'je']",5
yoctowebers,"['yoc', 'to', 'we', 'bers']",4
gesticulatie,"['ges', 'ti', 'cu', 'la', 'tie']",5
kapper,"['kap', 'per']",2
bloed,['bloed'],1
aaneenbindingen,"['aan', 'een', 'bin', 'din', 'gen']",5
studietekst,"['stu', 'die', 'tekst']",3
puerielers,"['pu', 'e', 'rie', 'lers']",4
onklaarst,"['on', 'klaarst']",2
wellusten,"['wel', 'lus', 'ten']",3
niet-royeerbaar,"['niet-ro', 'y', 'eer', 'baar']",4
eurobankbiljetten,"['eu', 'ro', 'bank', 'bil', 'jet', 'ten']",6
gnosticisme,"['gnos', 'ti', 'cis', 'me']",4
stuwwalletjes,"['stuw', 'wal', 'le', 'tjes']",4
kruissompuzzel,"['kruis', 'som', 'puz', 'zel']",4
vergelijking,"['ver', 'ge', 'lij', 'king']",4
doorgesijpeld,"['door', 'ge', 'sij', 'peld']",4
verdeelds,"['ver', 'deelds']",2
lanthanide,"['lan', 'tha', 'ni', 'de']",4
quartaire,"['quar', 'tai', 're']",3
Openbaring,"['Open', 'ba', 'ring']",3
centripetalers,"['cen', 'tri', 'pe', 'ta', 'lers']",5
fitnes,"['fit', 'nes']",2
zwemluiers,"['zwem', 'lui', 'ers']",3
strop,['strop'],1
consonant,"['con', 'so', 'nant']",3
gewaad,"['ge', 'waad']",2
radiolaria,"['ra', 'di', 'o', 'la', 'ria']",5
kardinaalsmantel,"['kar', 'di', 'naals', 'man', 'tel']",5
studentenkerk,"['stu', 'den', 'ten', 'kerk']",4
subsidieaanvraag,"['sub', 'si', 'die', 'aan', 'vraag']",5
florist,"['flo', 'rist']",2
voorpublicerend,"['voor', 'pu', 'bli', 'ce', 'rend']",5
decoratrice,"['de', 'co', 'ra', 'tri', 'ce']",5
glasscherfje,"['glas', 'scherf', 'je']",3
hartziekte,"['hart', 'ziek', 'te']",3
stommelingen,"['stom', 'me', 'lin', 'gen']",4
muskadel,"['mus', 'ka', 'del']",3
zilverspar,"['zil', 'ver', 'spar']",3
ontglipt,"['ont', 'glipt']",2
vingen in,"['vin', 'gen', 'in']",3
strafwerk,"['straf', 'werk']",2
kreng,['kreng'],1
sextant,"['sex', 'tant']",2
aanminnig,"['aan', 'min', 'nig']",3
rukkers,"['ruk', 'kers']",2
midweek,"['mid', 'week']",2
legaliseerden,"['le', 'ga', 'li', 'seer', 'den']",5
strohoed,"['stro', 'hoed']",2
bonenkruid,"['bo', 'nen', 'kruid']",3
vechthanen,"['vecht', 'ha', 'nen']",3
gulden regel,"['gul', 'den', 're', 'gel']",4
rokzak,"['rok', 'zak']",2
omhoogschieten,"['om', 'hoog', 'schie', 'ten']",4
liefhebben,"['lief', 'heb', 'ben']",3
huurcommissies,"['huur', 'com', 'mis', 'sies']",4
offerfeestjes,"['of', 'fer', 'feest', 'jes']",4
stellair,"['stel', 'lair']",2
zeilring,"['zeil', 'ring']",2
existent,"['exis', 'tent']",2
bomige,"['bo', 'mi', 'ge']",3
handige,"['han', 'di', 'ge']",3
meerwaardebelasting,"['meer', 'waar', 'de', 'be', 'las', 'ting']",6
aasvreters,"['aas', 'vre', 'ters']",3
wolkenkrabber,"['wol', 'ken', 'krab', 'ber']",4
abortuskliniekje,"['abor', 'tus', 'kli', 'niek', 'je']",5
mavo,"['ma', 'vo']",2
oöcyt,"['oö', 'cyt']",2
mucronate,"['mu', 'cro', 'na', 'te']",4
rekenmachine,"['re', 'ken', 'ma', 'chi', 'ne']",5
zuurgras,"['zuur', 'gras']",2
esp,['esp'],1
excasso's,"['ex', 'cas', ""so's""]",3
accreditatie,"['ac', 'cre', 'di', 'ta', 'tie']",5
aandraaf,"['aan', 'draaf']",2
apollinische,"['apol', 'li', 'ni', 'sche']",4
haardos,"['haar', 'dos']",2
allee,"['al', 'lee']",2
zilverbaren,"['zil', 'ver', 'ba', 'ren']",4
kraambox,"['kraam', 'box']",2
aarvederkruid,"['aar', 've', 'der', 'kruid']",4
Job,['Job'],1
bedieningspaneel,"['be', 'die', 'nings', 'pa', 'neel']",5
pakbons,"['pak', 'bons']",2
zwavelgeel,"['zwa', 'vel', 'geel']",3
eerlijk,"['eer', 'lijk']",2
zilverzand,"['zil', 'ver', 'zand']",3
legerend,"['le', 'ge', 'rend']",3
dadelijk,"['da', 'de', 'lijk']",3
situatief,"['si', 'tu', 'a', 'tief']",4
aartsbisschopjes,"['aarts', 'bis', 'schop', 'jes']",4
Malayalam,"['Ma', 'la', 'ya', 'lam']",4
brille,"['bril', 'le']",2
doodgeschoten,"['dood', 'ge', 'scho', 'ten']",4
aangerist,"['aan', 'ge', 'rist']",3
Castiliaansere,"['Cas', 'ti', 'li', 'aan', 'se', 're']",6
Soendanees,"['Soen', 'da', 'nees']",3
legertentje,"['le', 'ger', 'tent', 'je']",4
lijmpotjes,"['lijm', 'pot', 'jes']",3
neerknalde,"['neer', 'knal', 'de']",3
dobbelen,"['dob', 'be', 'len']",3
dorstig,"['dor', 'stig']",2
houtje-touwtje,"['hout', 'je-touw', 'tje']",3
visboer,"['vis', 'boer']",2
verrijken,"['ver', 'rij', 'ken']",3
naaktportretten,"['naakt', 'por', 'tret', 'ten']",4
kokkelen,"['kok', 'ke', 'len']",3
suikerigste,"['sui', 'ke', 'rig', 'ste']",4
legenda,"['le', 'gen', 'da']",3
plus,['plus'],1
kozijn,"['ko', 'zijn']",2
metrolijntje,"['me', 'tro', 'lijn', 'tje']",4
lo,['lo'],1
veraardsen,"['ver', 'aard', 'sen']",3
aangooiend,"['aan', 'gooi', 'end']",3
nauwkeurig,"['nauw', 'keu', 'rig']",3
sjoemelaars,"['sjoe', 'me', 'laars']",3
hagelfabriek,"['ha', 'gel', 'fa', 'briek']",4
immer,"['im', 'mer']",2
zwirrel,"['zwir', 'rel']",2
afdichting,"['af', 'dich', 'ting']",3
flauwekul,"['flau', 'we', 'kul']",3
eenentwintigjarig,"['een', 'en', 'twin', 'tig', 'ja', 'rig']",6
arbeidsaanbod,"['ar', 'beids', 'aan', 'bod']",4
enkelsokken,"['en', 'kel', 'sok', 'ken']",4
dialyseert,"['di', 'a', 'ly', 'seert']",4
connossementen,"['con', 'nos', 'se', 'men', 'ten']",5
zweefvliegtuig,"['zweef', 'vlieg', 'tuig']",3
daadkrachtigere,"['daad', 'krach', 'ti', 'ge', 're']",5
vogelaanvaring,"['vo', 'gel', 'aan', 'va', 'ring']",5
aandachtsgeils,"['aan', 'dachts', 'geils']",3
spoorlijn,"['spoor', 'lijn']",2
crapuleuze,"['cra', 'pu', 'leu', 'ze']",4
snik,['snik'],1
nagelbed,"['na', 'gel', 'bed']",3
gerucht,"['ge', 'rucht']",2
onsterk,"['on', 'sterk']",2
zeventiens,"['ze', 'ven', 'tiens']",3
caravan,"['ca', 'ra', 'van']",3
eenduidig,"['een', 'dui', 'dig']",3
woudgebergten,"['woud', 'ge', 'berg', 'ten']",4
geschieden,"['ge', 'schie', 'den']",3
dienden,"['dien', 'den']",2
trottinetten,"['trot', 'ti', 'net', 'ten']",4
slootjespring,"['sloot', 'je', 'spring']",3
gedebiliseerd,"['ge', 'de', 'bi', 'li', 'seerd']",5
nachtraafje,"['nacht', 'raaf', 'je']",3
overvaren,"['over', 'va', 'ren']",3
ununhexium,"['un', 'un', 'hex', 'i', 'um']",5
sta-in-de-weg,['sta-in-de-weg'],1
uitgeschakeld,"['uit', 'ge', 'scha', 'keld']",4
eolisch,"['eo', 'lisch']",2
taakuitbreiding,"['taak', 'uit', 'brei', 'ding']",4
Boekarest,"['Boe', 'ka', 'rest']",3
strijdmiddel,"['strijd', 'mid', 'del']",3
vrijmetselaarsgraad,"['vrij', 'met', 'se', 'laars', 'graad']",5
waanstoornis,"['waan', 'stoor', 'nis']",3
spotgoedkoper,"['spot', 'goed', 'ko', 'per']",4
rechtszalen,"['rechts', 'za', 'len']",3
meepraten,"['mee', 'pra', 'ten']",3
preekstoel,"['preek', 'stoel']",2
ballenwassers,"['bal', 'len', 'was', 'sers']",4
chatkanaal,"['chat', 'ka', 'naal']",3
Luxemburger,"['Luxem', 'bur', 'ger']",3
dommelen,"['dom', 'me', 'len']",3
tyfus,"['ty', 'fus']",2
sjokte,"['sjok', 'te']",2
oncoloog,"['on', 'co', 'loog']",3
inlichting,"['in', 'lich', 'ting']",3
booming,"['boo', 'ming']",2
aronskelk,"['arons', 'kelk']",2
eindpunt,"['eind', 'punt']",2
Evergem,"['Ever', 'gem']",2
dagpauwoog,"['dag', 'pauw', 'oog']",3
ruitensproeier,"['rui', 'ten', 'sproei', 'er']",4
deprimerend,"['de', 'pri', 'me', 'rend']",4
zaait haat,"['zaait', 'haat']",2
eventjes,"['even', 'tjes']",2
spectrogram,"['spec', 'tro', 'gram']",3
meiler,"['mei', 'ler']",2
versjacher,"['ver', 'sja', 'cher']",3
amazonetjes,"['ama', 'zo', 'ne', 'tjes']",4
meistreel,"['mei', 'streel']",2
overgevoeligst,"['over', 'ge', 'voe', 'ligst']",4
subtielere,"['sub', 'tie', 'le', 're']",4
landouw,"['lan', 'douw']",2
technisch-wetenschappelijk,"['tech', 'nisch-we', 'ten', 'schap', 'pe', 'lijk']",6
redingotes,"['re', 'din', 'go', 'tes']",4
boomingst,"['boo', 'mingst']",2
goederentrein,"['goe', 'de', 'ren', 'trein']",4
maker,"['ma', 'ker']",2
Eskimo,"['Es', 'ki', 'mo']",3
naburig,"['na', 'bu', 'rig']",3
kerker,"['ker', 'ker']",2
autoritarisme,"['au', 'to', 'ri', 'ta', 'ris', 'me']",6
tegensputteren,"['te', 'gen', 'sput', 'te', 'ren']",5
kletsje,"['klets', 'je']",2
singer-songwriter,"['sin', 'ger-song', 'wri', 'ter']",4
molenhoekjes,"['mo', 'len', 'hoek', 'jes']",4
ongodsdienstigere,"['on', 'gods', 'dien', 'sti', 'ge', 're']",6
syncretisme,"['syn', 'cre', 'tis', 'me']",4
celloconcertje,"['cel', 'lo', 'con', 'cert', 'je']",5
hullen,"['hul', 'len']",2
kunstlied,"['kunst', 'lied']",2
diabolo,"['di', 'a', 'bo', 'lo']",4
hold-up,['hold-up'],1
snooker,"['snoo', 'ker']",2
gisterenochtend,"['gis', 'te', 'ren', 'och', 'tend']",5
behaviourisme,"['be', 'ha', 'viour', 'is', 'me']",5
lichtte door,"['licht', 'te', 'door']",3
bloezen,"['bloe', 'zen']",2
barman,"['bar', 'man']",2
spiraalnevel,"['spi', 'raal', 'ne', 'vel']",4
Accraas,"['Ac', 'craas']",2
gejeukt,"['ge', 'jeukt']",2
Burkina Faso,"['Bur', 'ki', 'na', 'Fa', 'so']",5
indrukwekkend,"['in', 'druk', 'wek', 'kend']",4
kosmonaut,"['kos', 'mo', 'naut']",3
sierlijk,"['sier', 'lijk']",2
exportkampioenen,"['ex', 'port', 'kam', 'pi', 'oe', 'nen']",6
opvoedingshulp,"['op', 'voe', 'dings', 'hulp']",4
her,['her'],1
galgenmaal,"['gal', 'gen', 'maal']",3
bacil,"['ba', 'cil']",2
proefdier,"['proef', 'dier']",2
debat,"['de', 'bat']",2
straatnaambord,"['straat', 'naam', 'bord']",3
bluesmuziek,"['blues', 'mu', 'ziek']",3
afsluitdijk,"['af', 'sluit', 'dijk']",3
ongewogen,"['on', 'ge', 'wo', 'gen']",4
brugpensioentje,"['brug', 'pen', 'si', 'oen', 'tje']",5
audiotoren,"['au', 'dio', 'to', 'ren']",4
hindernis,"['hin', 'der', 'nis']",3
bollenmannen,"['bol', 'len', 'man', 'nen']",4
Balinees,"['Ba', 'li', 'nees']",3
werk,['werk'],1
aanvoel,"['aan', 'voel']",2
destillaat,"['des', 'til', 'laat']",3
gedanst,"['ge', 'danst']",2
fietsstraten,"['fiets', 'stra', 'ten']",3
kaberdoes,"['ka', 'ber', 'does']",3
zenuwgasjes,"['ze', 'nuw', 'gas', 'jes']",4
uitgraven,"['uit', 'gra', 'ven']",3
normaliteit,"['nor', 'ma', 'li', 'teit']",4
aangehuwd,"['aan', 'ge', 'huwd']",3
overdrijven,"['over', 'drij', 'ven']",3
brauwen,"['brau', 'wen']",2
poleerboor,"['po', 'leer', 'boor']",3
conatiefst,"['co', 'na', 'tiefst']",3
lijzigers,"['lij', 'zi', 'gers']",3
diende,"['dien', 'de']",2
vroegschaffen,"['vroeg', 'schaf', 'fen']",3
struinen,"['strui', 'nen']",2
avonds,['avonds'],1
berggeit,"['berg', 'geit']",2
beenmergoedeem,"['been', 'merg', 'oe', 'deem']",4
exhaustors,"['ex', 'haus', 'tors']",3
duiveltje-in-een-doosje,"['dui', 'vel', 'tje-in-een-doos', 'je']",4
winterstormen,"['win', 'ter', 'stor', 'men']",4
conductor,"['con', 'duc', 'tor']",3
omzetbelasting,"['om', 'zet', 'be', 'las', 'ting']",5
schijtziek,"['schijt', 'ziek']",2
snaaitjes,"['snaai', 'tjes']",2
gezochtste,"['ge', 'zocht', 'ste']",3
balts,['balts'],1
alfabetische,"['al', 'fa', 'be', 'ti', 'sche']",5
studentenpasjes,"['stu', 'den', 'ten', 'pas', 'jes']",5
vaderend,"['va', 'de', 'rend']",3
broodeter,"['brood', 'eter']",2
helikopter,"['he', 'li', 'kop', 'ter']",4
zandduin,"['zand', 'duin']",2
pseudo-intellectueler,"['pseu', 'do-in', 'tel', 'lec', 'tu', 'e', 'ler']",7
bugs,['bugs'],1
branche,"['bran', 'che']",2
microsoom,"['mi', 'cro', 'soom']",3
tochten,"['toch', 'ten']",2
Tweede-Kamerkommissie,"['Twee', 'de-Ka', 'mer', 'kom', 'mis', 'sie']",6
dienbladen,"['dien', 'bla', 'den']",3
C-attesten,"['C-at', 'tes', 'ten']",3
weerhield,"['weer', 'hield']",2
kocht,['kocht'],1
stilhouden,"['stil', 'hou', 'den']",3
droogmakerij,"['droog', 'ma', 'ke', 'rij']",4
stuurse,"['stuur', 'se']",2
autobandventieldop,"['au', 'to', 'band', 'ven', 'tiel', 'dop']",6
naspelletje,"['na', 'spel', 'le', 'tje']",4
uurtje,"['uur', 'tje']",2
Lode,"['Lo', 'de']",2
schikken,"['schik', 'ken']",2
tracé,"['tra', 'cé']",2
overgetypt,"['over', 'ge', 'typt']",3
hiken,"['hi', 'ken']",2
buitenkansje,"['bui', 'ten', 'kans', 'je']",4
rechtdoor,"['recht', 'door']",2
ger,['ger'],1
kistkalf,"['kist', 'kalf']",2
samensmelten,"['sa', 'men', 'smel', 'ten']",4
hondenweer,"['hon', 'den', 'weer']",3
looierskuip,"['looi', 'ers', 'kuip']",3
lazaretschip,"['la', 'za', 'ret', 'schip']",4
degradatie,"['de', 'gra', 'da', 'tie']",4
veiligheidsmaatregelen,"['vei', 'lig', 'heids', 'maat', 're', 'ge', 'len']",7
blakeren,"['bla', 'ke', 'ren']",3
shitzooi,"['shit', 'zooi']",2
mesaanvalletje,"['mes', 'aan', 'val', 'le', 'tje']",5
jumper,"['jum', 'per']",2
dondersteentjes,"['don', 'der', 'steen', 'tjes']",4
smullen,"['smul', 'len']",2
bespuwen,"['be', 'spu', 'wen']",3
vaastrommeltjes,"['vaas', 'trom', 'mel', 'tjes']",4
nappaleer,"['nap', 'pa', 'leer']",3
Vlaanderen,"['Vlaan', 'de', 'ren']",3
gup,['gup'],1
wave,['wave'],1
noordwestelijk,"['noord', 'wes', 'te', 'lijk']",4
roomse,"['room', 'se']",2
glijden,"['glij', 'den']",2
onderfosforigzuur,"['on', 'der', 'fos', 'fo', 'rig', 'zuur']",6
smekerig,"['sme', 'ke', 'rig']",3
afgedaald,"['af', 'ge', 'daald']",3
laatstgenoemden,"['laatst', 'ge', 'noem', 'den']",4
kwaliteitsverbeteringen,"['kwa', 'li', 'teits', 'ver', 'be', 'te', 'rin', 'gen']",8
verzuchten,"['ver', 'zuch', 'ten']",3
zweetkoortsen,"['zweet', 'koort', 'sen']",3
schiet dood,"['schiet', 'dood']",2
kon terecht,"['kon', 'te', 'recht']",3
carboniseren,"['car', 'bo', 'ni', 'se', 'ren']",5
siderium,"['si', 'de', 'ri', 'um']",4
staalgrijst,"['staal', 'grijst']",2
neergehaald,"['neer', 'ge', 'haald']",3
herformuleerde,"['her', 'for', 'mu', 'leer', 'de']",5
pikzalven,"['pik', 'zal', 'ven']",3
zaklamp,"['zak', 'lamp']",2
vormleer,"['vorm', 'leer']",2
geweertrekker,"['ge', 'weer', 'trek', 'ker']",4
traanheuvel,"['traan', 'heu', 'vel']",3
geslaagds,"['ge', 'slaagds']",2
vasectomietje,"['va', 'sec', 'to', 'mie', 'tje']",5
mazzelaarster,"['maz', 'ze', 'laar', 'ster']",4
deviant,"['de', 'vi', 'ant']",3
zandbank,"['zand', 'bank']",2
lijkwadetjes,"['lijk', 'wa', 'de', 'tjes']",4
Grozny,"['Groz', 'ny']",2
bondsstaat,"['bonds', 'staat']",2
ijsbeervacht,"['ijs', 'beer', 'vacht']",3
wasketels,"['was', 'ke', 'tels']",3
bombardementsvliegtuig,"['bom', 'bar', 'de', 'ments', 'vlieg', 'tuig']",6
paginabeveiliging,"['pa', 'gi', 'na', 'be', 'vei', 'li', 'ging']",7
dakvormen,"['dak', 'vor', 'men']",3
watergeuzen,"['wa', 'ter', 'geu', 'zen']",4
Kanuri,"['Ka', 'nu', 'ri']",3
bovenmenselijks,"['bo', 'ven', 'men', 'se', 'lijks']",5
sportlokalen,"['sport', 'lo', 'ka', 'len']",4
afkickverschijnselen,"['af', 'kick', 'ver', 'schijn', 'se', 'len']",6
brug,['brug'],1
ingekeerder,"['in', 'ge', 'keer', 'der']",4
slaapmutske,"['slaap', 'muts', 'ke']",3
geestrijk,"['geest', 'rijk']",2
kleurboekje,"['kleur', 'boek', 'je']",3
Ivoorkust,"['Ivoor', 'kust']",2
noes,['noes'],1
certificatie,"['cer', 'ti', 'fi', 'ca', 'tie']",5
ompraten,"['om', 'pra', 'ten']",3
pos,['pos'],1
messenkoker,"['mes', 'sen', 'ko', 'ker']",4
jottum,"['jot', 'tum']",2
leeftijdsgrens,"['leef', 'tijds', 'grens']",3
communauteit,"['com', 'mu', 'nau', 'teit']",4
talloze,"['tal', 'lo', 'ze']",3
lintkabels,"['lint', 'ka', 'bels']",3
slokdarm,"['slok', 'darm']",2
publieken,"['pu', 'blie', 'ken']",3
voordeur,"['voor', 'deur']",2
